resource,activity,timestamp,role,travel_permit_number,Task,OrganizationalEntity,RequestedAmount,Permit_TaskNumber,Permit_BudgetNumber,Permit_ProjectNumber,project,case,OrganizationalEntity.1,RequestedBudget,Permitid,ActivityNumber
SYSTEM,Payment Handled,2018/8/30 15:31:14.00,UNDEFINED,travel permit number 19235,UNKNOWN,organizational unit 65463,388.0824275,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 19238,organizational unit 65455,889.1376372,travel permit 19234,activity 7366
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/9/5 7:27:54.00,EMPLOYEE,travel permit number 71181,task 25860,organizational unit 65463,415.9236126,task 427,budget 19492,project 19841,project 503,request for payment 71182,organizational unit 65455,866.5075262,travel permit 71180,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/9/5 7:28:04.00,ADMINISTRATION,travel permit number 71181,task 25860,organizational unit 65463,415.9236126,task 427,budget 19492,project 19841,project 503,request for payment 71182,organizational unit 65455,866.5075262,travel permit 71180,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/9/6 8:14:42.00,SUPERVISOR,travel permit number 71181,task 25860,organizational unit 65463,415.9236126,task 427,budget 19492,project 19841,project 503,request for payment 71182,organizational unit 65455,866.5075262,travel permit 71180,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/9/11 9:53:46.00,EMPLOYEE,travel permit number 71181,task 25860,organizational unit 65463,415.9236126,task 427,budget 19492,project 19841,project 503,request for payment 71182,organizational unit 65455,866.5075262,travel permit 71180,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/9/11 9:53:55.00,ADMINISTRATION,travel permit number 71181,task 25860,organizational unit 65463,415.9236126,task 427,budget 19492,project 19841,project 503,request for payment 71182,organizational unit 65455,866.5075262,travel permit 71180,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/9/12 6:51:51.00,SUPERVISOR,travel permit number 71181,task 25860,organizational unit 65463,415.9236126,task 427,budget 19492,project 19841,project 503,request for payment 71182,organizational unit 65455,866.5075262,travel permit 71180,UNKNOWN
SYSTEM,Request Payment,2018/9/13 8:31:41.00,UNDEFINED,travel permit number 71181,task 25860,organizational unit 65463,415.9236126,task 427,budget 19492,project 19841,project 503,request for payment 71182,organizational unit 65455,866.5075262,travel permit 71180,UNKNOWN
SYSTEM,Payment Handled,2018/9/17 15:31:15.00,UNDEFINED,travel permit number 71181,task 25860,organizational unit 65463,415.9236126,task 427,budget 19492,project 19841,project 503,request for payment 71182,organizational unit 65455,866.5075262,travel permit 71180,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/4/9 11:11:44.00,EMPLOYEE,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/4/9 11:11:45.00,ADMINISTRATION,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/4/12 8:01:27.00,BUDGET OWNER,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/4/17 11:57:10.00,SUPERVISOR,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/4/24 17:11:02.00,EMPLOYEE,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/4/24 17:12:49.00,ADMINISTRATION,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/4/25 11:51:58.00,BUDGET OWNER,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/5/1 7:53:08.00,SUPERVISOR,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
SYSTEM,Request Payment,2018/5/3 5:36:19.00,UNDEFINED,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
SYSTEM,Payment Handled,2018/5/7 15:31:15.00,UNDEFINED,travel permit number 54697,task 54701,organizational unit 65462,248.8977612,task 427,budget 4932,project 54698,project 503,request for payment 54699,organizational unit 65459,1388.699955,travel permit 54696,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/5/31 15:13:37.00,EMPLOYEE,travel permit number 22291,UNKNOWN,organizational unit 65469,146.8158594,UNKNOWN,budget 3594,UNKNOWN,project 503,request for payment 22292,organizational unit 65454,1590.505143,travel permit 22290,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/5/31 15:13:39.00,ADMINISTRATION,travel permit number 22291,UNKNOWN,organizational unit 65469,146.8158594,UNKNOWN,budget 3594,UNKNOWN,project 503,request for payment 22292,organizational unit 65454,1590.505143,travel permit 22290,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/6/1 6:55:44.00,SUPERVISOR,travel permit number 22291,UNKNOWN,organizational unit 65469,146.8158594,UNKNOWN,budget 3594,UNKNOWN,project 503,request for payment 22292,organizational unit 65454,1590.505143,travel permit 22290,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/20 13:15:58.00,EMPLOYEE,travel permit number 22291,UNKNOWN,organizational unit 65469,146.8158594,UNKNOWN,budget 3594,UNKNOWN,project 503,request for payment 22292,organizational unit 65454,1590.505143,travel permit 22290,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/6/20 13:17:03.00,ADMINISTRATION,travel permit number 22291,UNKNOWN,organizational unit 65469,146.8158594,UNKNOWN,budget 3594,UNKNOWN,project 503,request for payment 22292,organizational unit 65454,1590.505143,travel permit 22290,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/6/22 9:03:18.00,SUPERVISOR,travel permit number 22291,UNKNOWN,organizational unit 65469,146.8158594,UNKNOWN,budget 3594,UNKNOWN,project 503,request for payment 22292,organizational unit 65454,1590.505143,travel permit 22290,UNKNOWN
SYSTEM,Request Payment,2018/6/26 15:06:06.00,UNDEFINED,travel permit number 22291,UNKNOWN,organizational unit 65469,146.8158594,UNKNOWN,budget 3594,UNKNOWN,project 503,request for payment 22292,organizational unit 65454,1590.505143,travel permit 22290,UNKNOWN
SYSTEM,Payment Handled,2018/6/28 15:31:36.00,UNDEFINED,travel permit number 22291,UNKNOWN,organizational unit 65469,146.8158594,UNKNOWN,budget 3594,UNKNOWN,project 503,request for payment 22292,organizational unit 65454,1590.505143,travel permit 22290,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/11/30 11:36:27.00,EMPLOYEE,travel permit number 49445,UNKNOWN,organizational unit 65468,743.4146537,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 49449,organizational unit 65466,1061.094753,travel permit 49444,activity 49446
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/11/30 11:36:36.00,ADMINISTRATION,travel permit number 49445,UNKNOWN,organizational unit 65468,743.4146537,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 49449,organizational unit 65466,1061.094753,travel permit 49444,activity 49446
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/12/3 8:53:41.00,BUDGET OWNER,travel permit number 49445,UNKNOWN,organizational unit 65468,743.4146537,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 49449,organizational unit 65466,1061.094753,travel permit 49444,activity 49446
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/12/4 8:05:26.00,SUPERVISOR,travel permit number 49445,UNKNOWN,organizational unit 65468,743.4146537,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 49449,organizational unit 65466,1061.094753,travel permit 49444,activity 49446
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/12/10 12:13:37.00,EMPLOYEE,travel permit number 49445,UNKNOWN,organizational unit 65468,743.4146537,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 49449,organizational unit 65466,1061.094753,travel permit 49444,activity 49446
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018/12/10 12:13:41.00,ADMINISTRATION,travel permit number 49445,UNKNOWN,organizational unit 65468,743.4146537,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 49449,organizational unit 65466,1061.094753,travel permit 49444,activity 49446
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018/12/12 13:47:18.00,EMPLOYEE,travel permit number 49445,UNKNOWN,organizational unit 65468,743.4146537,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 49449,organizational unit 65466,1061.094753,travel permit 49444,activity 49446
STAFF MEMBER,Request For Payment SAVED by EMPLOYEE,2018/12/12 15:18:27.00,EMPLOYEE,travel permit number 49445,UNKNOWN,organizational unit 65468,743.4146537,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 49449,organizational unit 65466,1061.094753,travel permit 49444,activity 49446
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/8/2 15:03:01.00,EMPLOYEE,travel permit number 63552,task 63556,organizational unit 65458,437.3060761,task 427,budget 1644,project 63553,project 503,request for payment 63554,organizational unit 65458,1203.594705,travel permit 63551,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/8/2 15:03:39.00,ADMINISTRATION,travel permit number 63552,task 63556,organizational unit 65458,437.3060761,task 427,budget 1644,project 63553,project 503,request for payment 63554,organizational unit 65458,1203.594705,travel permit 63551,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/8/3 8:59:20.00,SUPERVISOR,travel permit number 63552,task 63556,organizational unit 65458,437.3060761,task 427,budget 1644,project 63553,project 503,request for payment 63554,organizational unit 65458,1203.594705,travel permit 63551,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/8/29 8:40:04.00,EMPLOYEE,travel permit number 63552,task 63556,organizational unit 65458,437.3060761,task 427,budget 1644,project 63553,project 503,request for payment 63554,organizational unit 65458,1203.594705,travel permit 63551,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/8/29 8:40:09.00,ADMINISTRATION,travel permit number 63552,task 63556,organizational unit 65458,437.3060761,task 427,budget 1644,project 63553,project 503,request for payment 63554,organizational unit 65458,1203.594705,travel permit 63551,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/8/29 15:30:27.00,SUPERVISOR,travel permit number 63552,task 63556,organizational unit 65458,437.3060761,task 427,budget 1644,project 63553,project 503,request for payment 63554,organizational unit 65458,1203.594705,travel permit 63551,UNKNOWN
SYSTEM,Request Payment,2018/8/30 15:57:15.00,UNDEFINED,travel permit number 63552,task 63556,organizational unit 65458,437.3060761,task 427,budget 1644,project 63553,project 503,request for payment 63554,organizational unit 65458,1203.594705,travel permit 63551,UNKNOWN
SYSTEM,Payment Handled,2018/9/3 15:31:14.00,UNDEFINED,travel permit number 63552,task 63556,organizational unit 65458,437.3060761,task 427,budget 1644,project 63553,project 503,request for payment 63554,organizational unit 65458,1203.594705,travel permit 63551,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/12/4 15:33:59.00,EMPLOYEE,travel permit number 13440,UNKNOWN,organizational unit 65456,669.7341867,UNKNOWN,budget 673,UNKNOWN,project 503,request for payment 13441,organizational unit 65457,1102.221546,travel permit 13439,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/12/4 15:34:01.00,ADMINISTRATION,travel permit number 13440,UNKNOWN,organizational unit 65456,669.7341867,UNKNOWN,budget 673,UNKNOWN,project 503,request for payment 13441,organizational unit 65457,1102.221546,travel permit 13439,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/12/5 7:33:05.00,SUPERVISOR,travel permit number 13440,UNKNOWN,organizational unit 65456,669.7341867,UNKNOWN,budget 673,UNKNOWN,project 503,request for payment 13441,organizational unit 65457,1102.221546,travel permit 13439,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/12/14 10:32:23.00,EMPLOYEE,travel permit number 13440,UNKNOWN,organizational unit 65456,669.7341867,UNKNOWN,budget 673,UNKNOWN,project 503,request for payment 13441,organizational unit 65457,1102.221546,travel permit 13439,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/12/14 10:35:32.00,ADMINISTRATION,travel permit number 13440,UNKNOWN,organizational unit 65456,669.7341867,UNKNOWN,budget 673,UNKNOWN,project 503,request for payment 13441,organizational unit 65457,1102.221546,travel permit 13439,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/12/17 13:26:39.00,SUPERVISOR,travel permit number 13440,UNKNOWN,organizational unit 65456,669.7341867,UNKNOWN,budget 673,UNKNOWN,project 503,request for payment 13441,organizational unit 65457,1102.221546,travel permit 13439,UNKNOWN
SYSTEM,Request Payment,2019/1/11 11:24:59.00,UNDEFINED,travel permit number 13440,UNKNOWN,organizational unit 65456,669.7341867,UNKNOWN,budget 673,UNKNOWN,project 503,request for payment 13441,organizational unit 65457,1102.221546,travel permit 13439,UNKNOWN
SYSTEM,Payment Handled,2019/1/14 16:31:21.00,UNDEFINED,travel permit number 13440,UNKNOWN,organizational unit 65456,669.7341867,UNKNOWN,budget 673,UNKNOWN,project 503,request for payment 13441,organizational unit 65457,1102.221546,travel permit 13439,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017/10/2 17:00:30.00,EMPLOYEE,travel permit number 81832,task 13603,organizational unit 65463,339.1400254,task 427,budget 4164,project 13600,project 503,request for payment 81835,organizational unit 65455,780.714181,travel permit 81831,UNKNOWN
STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017/10/2 17:00:39.00,PRE_APPROVER,travel permit number 81832,task 13603,organizational unit 65463,339.1400254,task 427,budget 4164,project 13600,project 503,request for payment 81835,organizational unit 65455,780.714181,travel permit 81831,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/10/2 17:03:44.00,EMPLOYEE,travel permit number 81832,task 13603,organizational unit 65463,339.1400254,task 427,budget 4164,project 13600,project 503,request for payment 81835,organizational unit 65455,780.714181,travel permit 81831,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017/10/2 17:05:05.00,PRE_APPROVER,travel permit number 81832,task 13603,organizational unit 65463,339.1400254,task 427,budget 4164,project 13600,project 503,request for payment 81835,organizational unit 65455,780.714181,travel permit 81831,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/10/9 3:15:08.00,SUPERVISOR,travel permit number 81832,task 13603,organizational unit 65463,339.1400254,task 427,budget 4164,project 13600,project 503,request for payment 81835,organizational unit 65455,780.714181,travel permit 81831,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017/10/9 3:15:08.00,SUPERVISOR,travel permit number 81832,task 13603,organizational unit 65463,339.1400254,task 427,budget 4164,project 13600,project 503,request for payment 81835,organizational unit 65455,780.714181,travel permit 81831,UNKNOWN
SYSTEM,Request Payment,2017/10/10 12:41:04.00,UNDEFINED,travel permit number 81832,task 13603,organizational unit 65463,339.1400254,task 427,budget 4164,project 13600,project 503,request for payment 81835,organizational unit 65455,780.714181,travel permit 81831,UNKNOWN
SYSTEM,Payment Handled,2017/10/12 15:31:34.00,UNDEFINED,travel permit number 81832,task 13603,organizational unit 65463,339.1400254,task 427,budget 4164,project 13600,project 503,request for payment 81835,organizational unit 65455,780.714181,travel permit 81831,UNKNOWN
